"Tender Number";"Status";"Estimated Value";"Title";"Department";"Location";"Category";"Description";"Published Date"
"DMA/2023-24/RD/WORK_INDENT12401";"UNDER_EVALUATION";"149642";"Construction of CC Road Near Honnappa House and Kencamma Temple to Hanuman Temple in ward No 31 of Shorapur city Dist Yadgiri (SCSP -2023-24)";"Directorate of Municipal Administration";"DMA City Municipal Council Surapura";"WORKS";"Construction of CC Road Near Honnappa House and Kencamma Temple to Hanuman Temple in ward No 31 of Shorapur city Dist Yadgiri (SCSP -2023-24)";"2024-11-01 13:28:19"
"PWD/2023-24/BD/WORK_INDENT5537";"UNDER_EVALUATION";"13144539";"CONSTRUCTION OF TWO CLASSROOM, TWO LABORATORIES AND TWO TOILET BLOCKS AT GOVERNMENT PU COLLEGE (SKTM) CAMPUS AT NALAWADI VILLAGE, ANNIGERI TALUK, DHARWAD DISTRICT.";"Public Works Department";"PWD Division Office Dharwada";"WORKS";"CONSTRUCTION OF TWO CLASSROOM, TWO LABORATORIES AND TWO TOILET BLOCKS AT GOVERNMENT PU COLLEGE (SKTM) CAMPUS AT NALAWADI VILLAGE, ANNIGERI TALUK, DHARWAD DISTRICT.";"2024-11-01 13:27:45"
"DMA/2023-24/RD/WORK_INDENT12400";"UNDER_EVALUATION";"149642";"Construction of CC Road in front of Old SBI Bank (ADB) Rangampet in ward No 28 of Shorapur city Dist Yadgiri (SCSP -2023-24) ( Reserved for SC Category)";"Directorate of Municipal Administration";"DMA City Municipal Council Surapura";"WORKS";"Construction of CC Road in front of Old SBI Bank (ADB) Rangampet in ward No 28 of Shorapur city Dist Yadgiri (SCSP -2023-24) ( Reserved for SC Category)";"2024-11-01 13:27:00"
"DOTR/2023-24/SE0037";"RETENDERED";"32400";"Providing Manpower for District Treasury office kolar";"Department of Treasuries";"District Treasury Office Kolar";"SERVICES";"Providing Manpower for District Treasury office kolar";"2024-11-01 13:26:30"
"DMA/2023-24/RD/WORK_INDENT12398";"UNDER_EVALUATION";"160331";"Construction of CC Road From Bhimrayan Katte to Mallayan Katte in ward No 20 of Shorapur city Dist Yadgiri (SCSP -2023- 24)";"Directorate of Municipal Administration";"DMA City Municipal Council Surapura";"WORKS";"Construction of CC Road From Bhimrayan Katte to Mallayan Katte in ward No 20 of Shorapur city Dist Yadgiri (SCSP -2023- 24)";"2024-11-01 13:25:05"
"RGUHSK/2023-24/IND0010/CALL-2";"UNDER_EVALUATION";"3027000";"Gold Medal";"Rajiv Gandhi University of Health Sciences Bengaluru";"Rajiv Gandhi University of Health Sciences";"GOODS";"PROCUREMENT OF GOLD MEDAL FOR THE 26TH CONVOCATION TO RGUHS";"2024-11-01 13:24:35"
"KMF/2023-24/OW/WORK_INDENT111";"UNDER_EVALUATION";"1416000";"Supply, Installation, Commissioning of 30KLPH Tubular Heat Exchanger, piping and related works for CIP at Milk processing section to Mother Dairy,Yelahanka";"Karnataka Co-operative Milk Producers Federation Limited";"Director Engineering Karnataka Co-operative Milk Producers Federation Ltd Bengaluru Centeral Office";"WORKS";"Supply, Installation, Commissioning of 30KLPH Tubular Heat Exchanger, piping and related works for CIP at Milk processing section to Mother Dairy,Yelahanka";"2024-11-01 13:24:32"
"BESCOM/2023-24/IND0041";"CLOSED";"55176800";"SUPPLY OF PSCC Pole 9 Mtr Long 300Kg WL";"Bangalore Electricity Supply Company Limited";"BESCOM Corporate Office Procurement section Bengaluru";"GOODS";"SUPPLY OF PSCC Pole 9 Mtr Long 300Kg WL TO DAVANAGERE CIRCLE OF BESCOM";"2024-11-01 13:23:52"
"DMA/2023-24/RD/WORK_INDENT12397";"UNDER_EVALUATION";"149642";"Construction of CC Road From Ambedkar Kallyana Mantapa to Yallappa house in ward No 07 of Shorapur city Dist Yadgiri (SCSP -2023-24) ( Reserved for SC Category)";"Directorate of Municipal Administration";"DMA City Municipal Council Surapura";"WORKS";"Construction of CC Road From Ambedkar Kallyana Mantapa to Yallappa house in ward No 07 of Shorapur city Dist Yadgiri (SCSP -2023-24) ( Reserved for SC Category)";"2024-11-01 13:23:43"
"KPTCL/2023-24/SS/WORK_INDENT511";"EVALUATION_COMPLETED";"2413683";"Strengthening of existing earthmat at 66/11kV Substation, Gundlupete on PTK basis";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Works and Mantainance Circle Mysuru";"WORKS";"Strengthening of existing earthmat at 66/11kV Substation, Gundlupete on PTK basis";"2024-11-01 13:21:00"
"DMA/2023-24/RD/WORK_INDENT6728/CALL-2";"UNDER_EVALUATION";"389897";"Construction of CC drain and Road work at Koorgalli";"Directorate of Municipal Administration";"DMA City Municipal Council Hootagalli";"WORKS";"Construction of CC drain and Road work at Koorgalli Chamundeswari Badavane Devaraju House road in Hootagalli CMC limit";"2024-11-01 13:20:46"
"KPTCL/2023-24/SE0323/CALL-2";"UNDER_EVALUATION";"3571436";"Combined package of conducting detailed survey using modern survey techniques for construction of proposed 400kV & 220kV lines connected to proposed 400kV Hampapura station in Mandya District";"Karnataka Power Transmission Corporation Limited";"KPTCL CEE Transmission Zone Office Mysuru";"SERVICES";"A) Double LILO from proposed 400kV ChikkaNayakanahalli (CN halli)-Kadakola double circuit 400kV Quad moose line to proposed 400/220kV receiving station at Hampapura in Mandya Taluk & District with Quad moose Conductor for a distance of about 30kms. B) 220kV DC line from proposed 400/220kV Hampapura R/s station to existing 220/66kV Nagamangala R/s for a distance of 25kms. C) 220kV DC line from proposed 400/220kV Hampapura receiving station to proposed 220/66kV Maddur R/s for a distance of 30kms. D) 220kV DC line from proposed 400/220kV Hampapura receiving station to existing 220/66kV Tubinakere R/s for a distance of 23kms. E) 220kV DC line from proposed 400/220kV Hampapura R/s station to existing 220/66kV Huygonahalli R/s (K.R.Pete) for a distance of 58kms";"2024-11-01 13:20:26"
"KMF/2023-24/SE1387";"PUBLISHED";"493516";"Providing Vehicle for Maradishivapur-2 Route";"Karnataka Co-operative Milk Producers Federation Limited";"Managing Director Belgaum District Co-operative Milk Producers Societies Union Limited";"SERVICES";"Providing Vehicle of capacity 1.5 Ton for Gokak Taluk Maradishivapur-2 Route";"2024-11-01 13:15:19"
"KFD/2023-24/OW/WORK_INDENT4930";"NO_BIDS_RECIEVED";"3990800";"Raising and Maintenance of road side plantation and nursery seedlings at range Magadi range during 2024-25";"Karnataka Forest Department";"KFD ACF Social Forestry Sub Division Office Ramanagara";"WORKS";"Raising and Maintenance of road side plantation and nursery seedlings at magadi range during 2024-25";"2024-11-01 13:15:18"
"KFD/2023-24/OW/WORK_INDENT4929";"NO_BIDS_RECIEVED";"4182860";"Raising of road side plantation and nursery seedlings at Kanakapura range rasing during 2024-25";"Karnataka Forest Department";"KFD ACF Social Forestry Sub Division Office Ramanagara";"WORKS";"Raising and Maintenance of road side plantation and nursery seedlings at kanakapura range during 2024-25";"2024-11-01 13:14:42"
"KFD/2023-24/OW/WORK_INDENT4928";"NO_BIDS_RECIEVED";"3990800";"Raising and maintenance of road side plantation and nursery seedling at range raising during 2024-25 Channapatna";"Karnataka Forest Department";"KFD ACF Social Forestry Sub Division Office Ramanagara";"WORKS";"Raising and maintenance of road side plantation and nursery seedlings at channapatna during 2024-25";"2024-11-01 13:13:59"
"RDPR/2023-24/BD/WORK_INDENT3239";"EVALUATION_COMPLETED";"200000";"Construction of 30 meter compound Wall at Thorlakki Primary Health Center in Malur Taluk Kolar District";"Rural Development and Panchayat Raj Department";"RDPR Division Office Kolar";"WORKS";"Construction of 30 meter compound Wall at Thorlakki Primary Health Center in Malur Taluk Kolar District";"2024-11-01 13:13:39"
"KFD/2023-24/OW/WORK_INDENT4927";"NO_BIDS_RECIEVED";"3755840";"Raising and maintenance of road side plantation and nursery seedling at ramanagara range raising during 2024-25";"Karnataka Forest Department";"KFD ACF Social Forestry Sub Division Office Ramanagara";"WORKS";"Raising and maintenance of road side and nursery seedling at ramanagara range during 2024-25";"2024-11-01 13:12:59"
"KFD/2023-24/OW/WORK_INDENT4934";"EVALUATION_COMPLETED";"4307986";"SURVEY AND DEMARCATION WORK AT BYRADEVARU BLOCK I TO VIII AND HULIGARADI BLOCK I TO IXSRINGERI RANGE, KOPPA DIVISION.";"Karnataka Forest Department";"KFD DCF Working Plan Division Office Chikkmagaluru";"WORKS";"SURVEY AND DEMARCATION WORK AT BYRADEVARU BLOCK I TO VIII AND HULIGARADI BLOCK I TO IX SRINGERI RANGE, KOPPA DIVISION.";"2024-11-01 13:06:52"
"KMF/2023-24/SE1386";"PUBLISHED";"687052";"Providing Vehicle for Maradishivapur-1Route";"Karnataka Co-operative Milk Producers Federation Limited";"Managing Director Belgaum District Co-operative Milk Producers Societies Union Limited";"SERVICES";"Providing Vehicle of capacity 1.0 Ton for Gokak Taluk Maradishivapur-1Route";"2024-11-01 13:05:42"
"KFD/2023-24/OW/WORK_INDENT4933";"EVALUATION_COMPLETED";"3488716";"Demarcation work at Kadur range, Chikmagalur division.";"Karnataka Forest Department";"KFD DCF Working Plan Division Office Chikkmagaluru";"WORKS";"Demarcation work at Kadur range, Chikmagalur division.";"2024-11-01 13:05:14"
"KFD/2023-24/OW/WORK_INDENT4932";"EVALUATION_COMPLETED";"4894000";"Survey and demarcation work at Teertharamapura RF and adjacent forest areas, Chikkanayakanahalli Range, Tumkur Division.";"Karnataka Forest Department";"KFD DCF Working Plan Division Office Chikkmagaluru";"WORKS";"Survey and demarcation work at Teertharamapura RF and adjacent forest areas, Chikkanayakanahalli Range, Tumkur Division.";"2024-11-01 13:04:51"
"KFD/2023-24/OW/WORK_INDENT4936";"EVALUATION_COMPLETED";"846645";"Survey and demarcation work at Hulvangala VF, Koratagere range, Tumkur division.";"Karnataka Forest Department";"KFD DCF Working Plan Division Office Chikkmagaluru";"WORKS";"Survey and demarcation work at Hulvangala VF, Koratagere range, Tumkur division.";"2024-11-01 13:04:31"
"PWD/2023-24/BR/WORK_INDENT3687/CALL-2";"UNDER_EVALUATION";"1693446";"Reconstruction of CD Barkhed-Bilagi SH-124 Km 204.40 in talikote taluka of vijayapur district (3054 SH Bridge Maintainance 2023-24).";"Public Works Department";"PWD Division Office Vijayapura";"WORKS";"Reconstruction of CD Barkhed-Bilagi SH-124 Km 204.40 in talikote taluka of vijayapur district (3054 SH Bridge Maintainance 2023-24).";"2024-11-01 12:54:26"
"DMA/2023-24/SE1715/CALL-2";"UNDER_EVALUATION";"45";"SUPPLYING OF VARIOUS TYPE OF CARTRIDGES RELATED TO PRINTERS AND COPIERS OF DC OFFICE VIJAYANAGARA DISTRICT ON RATE CONTRACT BASICS";"Directorate of Municipal Administration";"DMA District Urban Development Cell Vijayanagara";"SERVICES";"SUPPLYING OF VARIOUS TYPE OF CARTRIDGES RELATED TO PRINTERS AND COPIERS OF DC OFFICE VIJAYANAGARA DISTRICT ON RATE CONTRACT BASICS";"2024-11-01 12:54:14"
"PWD/2023-24/BR/WORK_INDENT1085/CALL-2";"UNDER_EVALUATION";"1688011";"Name of Work Mudnal cross to kolur, Yaragal Hunakunti cross road from 1.83Kms to 10.17Kms Construction of Cross Drainage(C.D) in Muddebihal taluk.(Head of account 3054-04-105-0-01-200 for Year 2023-24)";"Public Works Department";"PWD Division Office Vijayapura";"WORKS";"Name of Work Mudnal cross to kolur, Yaragal Hunakunti cross road from 1.83Kms to 10.17Kms Construction of Cross Drainage(C.D) in Muddebihal taluk.(Head of account 3054-04-105-0-01-200 for Year 2023-24)";"2024-11-01 12:53:43"
"PWD/2023-24/BR/WORK_INDENT1016/CALL-2";"UNDER_EVALUATION";"1521032";"SH-177 Vijayapur Ukkali Ingaleshwar Dindawar Sasanoor Tamadaddi Balaganur Bavoor Kuchabal Hulagabal Mukihal Shivapur A.Somanal Chavanabavi Nalatwad Road 82.20 Kms Cross Drainage (C.D) construction.(Head of Account-3054-03-102-0-01-200 SH Bridge Maintainance for year 2023-24)";"Public Works Department";"PWD Division Office Vijayapura";"WORKS";"SH-177 Vijayapur Ukkali Ingaleshwar Dindawar Sasanoor Tamadaddi Balaganur Bavoor Kuchabal Hulagabal Mukihal Shivapur A.Somanal Chavanabavi Nalatwad Road 82.20 Kms Cross Drainage (C.D) construction.(Head of Account-3054-03-102-0-01-200 SH Bridge Maintainance for year 2023-24)";"2024-11-01 12:52:53"
"DMA/2023-24/SE1780/CALL-2";"UNDER_EVALUATION";"12";"SUPPLYING OF STATIONARY ITEMS TO DC OFFICE VIJAYANAGARA DISTRICT ON RATE CONTRACT BASICS";"Directorate of Municipal Administration";"DMA District Urban Development Cell Vijayanagara";"SERVICES";"SUPPLYING OF STATIONARY ITEMS TO DC OFFICE VIJAYANAGARA DISTRICT ON RATE CONTRACT BASICS";"2024-11-01 12:52:50"
"KPCL/2023-24/IND0758";"UNDER_EVALUATION";"8948700";"Procurement of Wear/Abrasion resistant plates";"Karnataka Power Corporation Limited";"KPCL Executive Engineer Purchase Office BTPS Bellary";"GOODS";"Procurement of Wear/Abrasion resistant plates";"2024-11-01 12:52:29"
"APMC/2023-24/RD/WORK_INDENT244";"UNDER_EVALUATION";"49077464";"CONSTRUCTION OF CC ROAD AND RCC DRAIN SUB MARKET YARD MUDDEBIHAL AND CC,BT AND RCC DRAIN AT MAIN MARKET YARD OF APMC TALIKOTE";"Agriculture Produce Marketing Committee";"SECRETARY APMC Office TALIKOTE";"WORKS";"AS PER KW4";"2024-11-01 12:52:13"
"PWD/2023-24/BR/WORK_INDENT3699/CALL-2";"UNDER_EVALUATION";"705300";"Repair to Pavedip to join Maskinal road at 5.40 KM in talikote taluka of vijayapur district (3054 MDR Bridge Maitainance 2023-24).";"Public Works Department";"PWD Division Office Vijayapura";"WORKS";"Repair to Pavedip to join Maskinal road at 5.40 KM in talikote taluka of vijayapur district (3054 MDR Bridge Maitainance 2023-24).";"2024-11-01 12:52:02"
"AYD/2023-24/SE0059";"UNDER_EVALUATION";"124560";"providing manpower data entry operator and group D for the Ayush department ,Koppal";"Department of Ayush";"AYD District Ayush Office Koppala";"SERVICES";"providing manpower data entry operator and group D for the Ayush department ,Koppal";"2024-11-01 12:52:01"
"AYD/2023-24/SE0060";"UNDER_EVALUATION";"40000";"HIRING OF AC VEHICLE FOR DAO KOPPAL ON MONTHLY BASIS";"Department of Ayush";"AYD District Ayush Office Koppala";"SERVICES";"HIRING OF AC VEHICLE FOR DAO KOPPAL ON MONTHLY BASIS";"2024-11-01 12:51:42"
"MSIL/2023-24/IND0024";"PUBLISHED";"55";"SUPPLY OF REFERENCE BOOKS WITH TECHNOLOGY ENABLED VIDEO LEARNING SOLUTION QR CODE";"Mysore Sales International Limited";"MSIL Head Office Bengaluru";"GOODS";"SUPPLY OF REFERENCE BOOKS WITH TECHNOLOGY ENABLED VIDEO LEARNING SOLUTION QR CODE";"2024-11-01 12:49:38"
"RDPR/2023-24/BD/WORK_INDENT3242";"EVALUATION_COMPLETED";"300000";"Construction of 35 meter compound wall at Hasandahalli primary health center of Malur taluk and placing soil inside the compound in Malur Taluk Kolar District";"Rural Development and Panchayat Raj Department";"RDPR Division Office Kolar";"WORKS";"Construction of 35 meter compound wall at Hasandahalli primary health center of Malur taluk and placing soil inside the compound in Malur Taluk Kolar District";"2024-11-01 12:48:56"
"KPCL/2023-24/GH/WORK_INDENT1084";"UNDER_EVALUATION";"3137985";"Assisting in operation and maintenance works of various hydro mechanical equipments of KHEP-I&II dams and daily preventive & breakdown maintenance of vehicles at kadra garage for a period of one year";"Karnataka Power Corporation Limited";"KPCL Executive Engineer Gates Office KVP Kali";"WORKS";"Assisting in operation and maintenance works of various hydro mechanical equipments of KHEP-I&II dams and daily preventive & breakdown maintenance of vehicles at kadra garage for a period of one year ( for detailed scope of work refer tender document)";"2024-11-01 12:42:25"
"HRICE/2023-24/SE0149/CALL-3";"NO_BIDS_RECIEVED";"400";"Disposal of Old Brass Bells of Sri Sowthadka Mahaganapathi Temple, Kokkada, Belthangady Taluk. Dakshina Kannada";"Hindu Religious Institutions And Charitable Endowments Department";"Sowthadka Sri Mahaganapathi Temple Kokkada Dakshina Kannada";"SERVICES";"Disposal of Old Brass Bells of Sri Sowthadka Mahaganapathi Temple, Kokkada, Belthangady Taluk. Dakshina Kannada";"2024-11-01 12:41:59"
"KMF/2023-24/SE1385";"PUBLISHED";"977356";"Providing Vehicle for Basavanagar Route";"Karnataka Co-operative Milk Producers Federation Limited";"Managing Director Belgaum District Co-operative Milk Producers Societies Union Limited";"SERVICES";"Providing Vehicle of capacity 1.5 Ton for Gokak Taluk Basavanagar Route";"2024-11-01 12:41:16"
"DOTR/2023-24/SE0036";"EVALUATION_COMPLETED";"648000";"Outsource Employees to DD and STO in Mangalore";"Department of Treasuries";"District Treasury Office Mangaluru";"SERVICES";"Outsource Employees to DD and STO in Mangalore";"2024-11-01 12:36:18"
"KPTCL/2023-24/TL/WORK_INDENT491";"UNDER_EVALUATION";"43242394";"Construction of 110KV SC line on DC towers with Lynx conductor from 110KV Kaladagi S/s to 110KV Kataraki S/s for a distance of about 5.409 Kms along with construction of 110KV Terminal Bay at Both ends in Bagalkot & Bilagi Taluks in Bagalkot Dist on Total Turn Key Basis";"Karnataka Power Transmission Corporation Limited";"KPTCL CEE Transmission Zone Office Bagalkot";"WORKS";"Construction of 110KV SC line on DC towers with Lynx conductor from 110KV Kaladagi S/s to 110KV Kataraki S/s for a distance of about 5.409 Kms along with construction of 110KV Terminal Bay at Both ends in Bagalkot & Bilagi Taluks in Bagalkot Dist on Total Turn Key Basis";"2024-11-01 12:35:48"
"KPTCL/2023-24/TL/WORK_INDENT485";"UNDER_EVALUATION";"35936506";"Conversion of 110KV SC line to DC line from Mudhol 4 Pole Structure to 110KV Mudhol Ss by using 110KV Marrow Based Towers along with 110KV TB at 110KV Mudhol S.s in Mudhol Taluk and Bagalkot District on Total Turn Key Basis";"Karnataka Power Transmission Corporation Limited";"KPTCL CEE Transmission Zone Office Bagalkot";"WORKS";"Conversion of 110KV SC line to DC line from Mudhol 4 Pole Structure to 110KV Mudhol Ss by using 110KV Marrow Based Towers along with 110KV TB at 110KV Mudhol S.s in Mudhol Taluk and Bagalkot District on Total Turn Key Basis";"2024-11-01 12:35:08"
